,Latitude,Longitude,City,Country,PostalCode,Street,OperatorName
1622,47.522654,7.572143,Bottmingen,CHE,4103,Schulstrasse,Bgdi_Admin
1623,46.53681,6.617336,Lausanne,CHE,1018,Route de Gratta-Paille 2,Bgdi_Admin
1624,46.53681,6.617336,Lausanne,CHE,1018,Route de Gratta-Paille 2,Bgdi_Admin
1625,46.954733,7.438395,Bern,CHE,3001,MOVE - ewb Hallerstrasse 56,Bgdi_Admin
1626,46.954733,7.438395,Bern,CHE,3001,MOVE - ewb Hallerstrasse 56,Bgdi_Admin
1627,47.476789,7.517016,Hofstetten-Flüh,CHE,4114,Büneweg 2,Bgdi_Admin
1628,47.476789,7.517016,Hofstetten-Flüh,CHE,4114,Büneweg 2,Bgdi_Admin
1629,47.13978,7.37024,Büren an der Aare,CHE,3294,Kreuzgasse 32A,Bgdi_Admin
1630,46.95057,8.01539,Schüpfheim,CHE,6170,Bahnhofplatz 16,Bgdi_Admin
1631,47.343593,7.367481,Courrendlin,CHE,2830,Sur Haute Rive 1,Bgdi_Admin
1632,47.343593,7.367481,Courrendlin,CHE,2830,Sur Haute Rive 1,Bgdi_Admin
1633,46.459969,6.841679,Vevey,CHE,1800,Place du Marché,Bgdi_Admin
1634,46.459969,6.841679,Vevey,CHE,1800,Place du Marché,Bgdi_Admin
1635,47.196758,7.148067,Corgémont,CHE,2606,Rue des Collèges 12,Bgdi_Admin
1636,47.196758,7.148067,Corgémont,CHE,2606,Rue des Collèges 12,Bgdi_Admin
1637,47.47802,9.50035,Rorschach,CHE,9400,Churerstrasse (Parzelle 1457),Bgdi_Admin
1638,46.89054,7.4994,Belp,CHE,3123,Bahnhofstrasse 7 7,Bgdi_Admin
1639,46.89054,7.4994,Belp,CHE,3123,Bahnhofstrasse 7 7,Bgdi_Admin
1640,46.893546,7.04722,Avenches,CHE,1580,Impasse de la Plaine 6,Bgdi_Admin
1641,47.509736,8.538551,Bülach,CHE,8180,Feldstrasse 72,Bgdi_Admin
1642,46.990016,7.475402,Ittigen,CHE,3063,Raststätte Grauholz A1,Bgdi_Admin
1643,46.990016,7.475402,Ittigen,CHE,3063,Raststätte Grauholz A1,Bgdi_Admin
1644,46.990016,7.475402,Ittigen,CHE,3063,Raststätte Grauholz A1,Bgdi_Admin
1645,46.718762,7.632343,Gwatt (Thun),CHE,3645,Deltaweg 29,Bgdi_Admin
1646,46.718762,7.632343,Gwatt (Thun),CHE,3645,Deltaweg 29,Bgdi_Admin
1647,47.07692,7.30549,Lyss,CHE,3250,Bahnhofstrasse 19,Bgdi_Admin
1648,46.949918,7.445497,Bern,CHE,3011,Waisenhausplatz 19,Bgdi_Admin
1649,46.949918,7.445497,Bern,CHE,3011,Waisenhausplatz 19,Bgdi_Admin
1650,46.949918,7.445497,Bern,CHE,3011,Waisenhausplatz 19,Bgdi_Admin
1651,46.949918,7.445497,Bern,CHE,3011,Waisenhausplatz 19,Bgdi_Admin
1652,47.658557,9.142413,Tägerwilen,CHE,8274,Industriestrasse 3,Bgdi_Admin
1653,47.658557,9.142413,Tägerwilen,CHE,8274,Industriestrasse 3,Bgdi_Admin
1654,47.658557,9.142413,Tägerwilen,CHE,8274,Industriestrasse 3,Bgdi_Admin
1655,47.658557,9.142413,Tägerwilen,CHE,8274,Industriestrasse 3,Bgdi_Admin
1656,47.498344,7.608649,Arlesheim,CHE,4144,Talstrasse 47,Bgdi_Admin
