,Unnamed: 0,Postleitzahl,Anzahl,PLZ4,%_IN_GDE,KTKZ,GDENR,GDENAMK
816,817,1254.0,1,1254.0,3.45,GE,6624.0,Gy
817,818,8496.0,1,8496.0,44.77,ZH,114.0,Fischenthal
818,819,3752.0,1,3752.0,99.73,BE,769.0,Wimmis
819,820,1788.0,1,1788.0,10.84,FR,2284.0,Mont-Vully
820,821,6122.0,1,6122.0,0.11,LU,1107.0,Wolhusen
821,822,8717.0,1,8717.0,99.78,SG,3312.0,Benken (SG)
822,823,8154.0,1,8154.0,100.0,ZH,92.0,Oberglatt
823,824,,1,,,,,
824,825,5953.0,1,,,,,
825,826,8526.0,1,8526.0,52.68,TG,4601.0,Neunforn
826,827,8127.0,1,8127.0,9.46,ZH,154.0,Küsnacht (ZH)
827,828,3298.0,1,3298.0,100.0,BE,391.0,Oberwil bei Büren
828,829,3126.0,1,3126.0,100.0,BE,869.0,Kaufdorf
829,830,3465.0,1,3465.0,84.26,BE,952.0,Dürrenroth
830,831,4310.0,1,4310.0,98.5,AG,4258.0,Rheinfelden
831,832,8452.0,1,8452.0,100.0,ZH,21.0,Adlikon
832,833,6222.0,1,6222.0,26.92,LU,1081.0,Beromünster
833,834,7563.0,1,7563.0,37.42,GR,3752.0,Samnaun
834,835,1093.0,1,1093.0,25.95,VD,5606.0,Lutry
835,836,8964.0,1,8964.0,0.11,AG,4062.0,Berikon
836,837,7546.0,1,7546.0,14.69,GR,3762.0,Scuol
837,838,6285.0,1,6285.0,43.45,LU,1030.0,Hitzkirch
838,839,6434.0,1,6434.0,100.0,SZ,1363.0,Illgau
839,840,1123.0,1,1123.0,100.0,VD,5621.0,Aclens
840,841,6055.0,1,6055.0,81.37,OW,1401.0,Alpnach
841,842,8192.0,1,8192.0,99.83,ZH,58.0,Glattfelden
842,843,9240.0,1,9240.0,7.67,SG,3407.0,Oberuzwil
843,844,60200.0,1,,,,,
844,845,7533.0,1,7533.0,8.13,GR,3847.0,Val Müstair
845,846,1670.0,1,1670.0,52.79,FR,2102.0,Ursy
846,847,1452.0,1,1452.0,32.11,VD,5552.0,Bullet
847,848,9536.0,1,9536.0,49.91,SG,3405.0,Jonschwil
848,849,2746.0,1,2746.0,91.83,BE,691.0,Crémines
849,850,5304.0,1,5304.0,84.43,AG,4305.0,Endingen
850,851,3177.0,1,3177.0,1.43,BE,662.0,Ferenbalm
851,852,7206.0,1,7206.0,40.38,GR,3955.0,Landquart
852,853,5405.0,1,5405.0,16.96,AG,4021.0,Baden
853,854,6078.0,1,6078.0,100.0,OW,1405.0,Lungern
