,web-scraper-order,web-scraper-start-url,Preis,plz,jahr,ps-stand,Farbe,PLZ4,%_IN_GDE,KTKZ,GDENR,GDENAMK,Hist.-Nummer,Kanton,Bezirks-nummer,Bezirksname,BFS Gde-nummer,Gemeindename,Datum der Aufnahme
1433,1669622809-1622,https://www.autolina.ch/elektro-auto,37'950,9542,,136.0,rot,9542.0,72.24,TG,4746.0,Münchwilen (TG),15407.0,TG,2014.0,Münchwilen,4746,Münchwilen (TG),2011-01-01
1434,1669622809-1623,https://www.autolina.ch/elektro-auto,76'900,9466,2021.0,408.0,grau,9466.0,30.4,SG,3274.0,Sennwald,14408.0,SG,1724.0,Werdenberg,3274,Sennwald,2003-01-01
1435,1669622809-1624,https://www.autolina.ch/elektro-auto,61'950,5642,,300.0,blau,5642.0,0.06,ZG,1703.0,Hünenberg,12176.0,ZG,900.0,Kt. Zug,1703,Hünenberg,1848-09-12
1436,1669622809-1625,https://www.autolina.ch/elektro-auto,54'500,8184,,204.0,silber,8184.0,100.0,ZH,51.0,Bachenbülach,11683.0,ZH,103.0,Bülach,51,Bachenbülach,1848-09-12
1437,1669622809-1626,https://www.autolina.ch/elektro-auto,66'830,1213,,299.0,sonstiges,1213.0,0.14,GE,6621.0,Genève,12099.0,GE,2500.0,Cant. de Genève,6621,Genève,1931-01-01
1438,1669622809-1627,https://www.autolina.ch/elektro-auto,50'900,4663,,136.0,weiss,4663.0,0.23,SO,2581.0,Olten,12486.0,SO,1108.0,Olten,2581,Olten,1848-09-12
1439,1669622809-1628,https://www.autolina.ch/elektro-auto,35'900,4663,,136.0,weiss,4663.0,0.23,SO,2581.0,Olten,12486.0,SO,1108.0,Olten,2581,Olten,1848-09-12
1440,1669622809-1629,https://www.autolina.ch/elektro-auto,62'600,8413,2022.0,204.0,weiss,8413.0,81.12,ZH,223.0,Neftenbach,15514.0,ZH,110.0,Winterthur,223,Neftenbach,2013-01-01
1441,1669622809-1630,https://www.autolina.ch/elektro-auto,84'900,8413,2022.0,204.0,gelb,8413.0,81.12,ZH,223.0,Neftenbach,15514.0,ZH,110.0,Winterthur,223,Neftenbach,2013-01-01
1442,1669622809-1631,https://www.autolina.ch/elektro-auto,151'900,3930,2021.0,524.0,weiss,3930.0,0.17,VS,6199.0,Raron,13162.0,VS,2309.0,Raron,6199,Raron,1848-09-12
1443,1669622809-1632,https://www.autolina.ch/elektro-auto,70'900,5430,,371.0,orange,5430.0,100.0,AG,4045.0,Wettingen,10275.0,AG,1902.0,Baden,4045,Wettingen,1848-09-12
1444,1669622809-1633,https://www.autolina.ch/elektro-auto,70'500,5430,,371.0,weiss,5430.0,100.0,AG,4045.0,Wettingen,10275.0,AG,1902.0,Baden,4045,Wettingen,1848-09-12
1445,1669622809-1634,https://www.autolina.ch/elektro-auto,69'990,9015,,299.0,sonstiges,9015.0,5.65,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1446,1669622809-1635,https://www.autolina.ch/elektro-auto,53'990,1023,2022.0,204.0,sonstiges,1023.0,99.77,VD,5583.0,Crissier,14832.0,VD,2229.0,Ouest lausannois,5583,Crissier,2006-09-01
1447,1669622809-1636,https://www.autolina.ch/elektro-auto,73'900,9200,2021.0,299.0,schwarz,9200.0,0.48,SG,3402.0,Flawil,14452.0,SG,1728.0,Wil,3402,Flawil,2003-01-01
1448,1669622809-1637,https://www.autolina.ch/elektro-auto,84'801,9300,2022.0,204.0,sonstiges,9300.0,0.04,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1449,1669622809-1638,https://www.autolina.ch/elektro-auto,81'909,9300,,204.0,sonstiges,9300.0,0.04,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1450,1669622809-1639,https://www.autolina.ch/elektro-auto,35'480,6331,,118.0,grau,6331.0,0.33,ZG,1702.0,Cham,11397.0,ZG,900.0,Kt. Zug,1702,Cham,1848-09-12
1451,1669622809-1640,https://www.autolina.ch/elektro-auto,26'840,5610,,81.0,grau,5610.0,0.54,AG,4080.0,Villmergen,15386.0,AG,1903.0,Bremgarten,4080,Villmergen,2010-01-01
1452,1669622809-1641,https://www.autolina.ch/elektro-auto,41'134,5727,,122.0,weiss,5727.0,100.0,AG,4140.0,Oberkulm,12454.0,AG,1905.0,Kulm,4140,Oberkulm,1848-09-12
1453,1669622809-1642,https://www.autolina.ch/elektro-auto,75'500,5642,2022.0,601.0,anthrazit,5642.0,0.06,ZG,1703.0,Hünenberg,12176.0,ZG,900.0,Kt. Zug,1703,Hünenberg,1848-09-12
1454,1669622809-1643,https://www.autolina.ch/elektro-auto,40'874,3400,,136.0,weiss,3400.0,94.46,BE,404.0,Burgdorf,15061.0,BE,245.0,Emmental,404,Burgdorf,2010-01-01
1455,1669622809-1644,https://www.autolina.ch/elektro-auto,66'340,4800,2022.0,408.0,silber,4800.0,0.03,AG,4280.0,Oftringen,12494.0,AG,1910.0,Zofingen,4280,Oftringen,1848-09-12
1456,1669622809-1645,https://www.autolina.ch/elektro-auto,63'990,9042,,299.0,weiss,9042.0,79.42,AR,3023.0,Speicher,10157.0,AR,1502.0,Mittelland,3023,Speicher,1848-09-12
1458,1669622809-1647,https://www.autolina.ch/elektro-auto,86'360,6010,2021.0,408.0,schwarz,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1459,1669622809-1648,https://www.autolina.ch/elektro-auto,34'680,9500,,118.0,weiss,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
1460,1669622809-1649,https://www.autolina.ch/elektro-auto,34'680,9500,,118.0,weiss,9500.0,1.07,SG,3392.0,Kirchberg (SG),14448.0,SG,1727.0,Toggenburg,3392,Kirchberg (SG),2003-01-01
1461,1669622809-1650,https://www.autolina.ch/elektro-auto,43'500,7323,2022.0,204.0,weiss,7323.0,54.38,SG,3297.0,Vilters-Wangs,14417.0,SG,1725.0,Sarganserland,3297,Vilters-Wangs,2003-01-01
1462,1669622809-1651,https://www.autolina.ch/elektro-auto,36'500,9536,2022.0,118.0,grau,9536.0,49.91,SG,3405.0,Jonschwil,14454.0,SG,1728.0,Wil,3405,Jonschwil,2003-01-01
1463,1669622809-1652,https://www.autolina.ch/elektro-auto,94'900,1219,2022.0,408.0,silber,1219.0,51.74,GE,6643.0,Vernier,10918.0,GE,2500.0,Cant. de Genève,6643,Vernier,1848-09-12
1464,1669622809-1653,https://www.autolina.ch/elektro-auto,58'450,9435,2021.0,204.0,sonstiges,9435.0,33.47,SG,3231.0,Au (SG),14391.0,SG,1723.0,Rheintal,3231,Au (SG),2003-01-01
1465,1669622809-1654,https://www.autolina.ch/elektro-auto,58'200,5400,2022.0,218.0,grau,5400.0,67.01,AG,4021.0,Baden,13189.0,AG,1902.0,Baden,4021,Baden,1962-01-01
1466,1669622809-1655,https://www.autolina.ch/elektro-auto,39'900,8500,2020.0,204.0,weiss,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1467,1669622809-1656,https://www.autolina.ch/elektro-auto,61'890,8500,2022.0,204.0,silber,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1468,1669622809-1657,https://www.autolina.ch/elektro-auto,69'960,3073,,408.0,weiss,3073.0,0.02,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
1469,1669622809-1658,https://www.autolina.ch/elektro-auto,64'310,8610,,269.0,blau,8610.0,78.4,ZH,198.0,Uster,10940.0,ZH,109.0,Uster,198,Uster,1848-09-12
1470,1669622809-1659,https://www.autolina.ch/elektro-auto,41'900,6110,2020.0,204.0,grau,6110.0,0.45,LU,1001.0,Doppleschwand,15557.0,LU,316.0,Entlebuch,1001,Doppleschwand,2013-01-01
1471,1669622809-1660,https://www.autolina.ch/elektro-auto,95'600,6004,,408.0,schwarz,6004.0,0.05,LU,1054.0,Ebikon,15552.0,LU,312.0,Luzern-Land,1054,Ebikon,2013-01-01
1472,1669622809-1661,https://www.autolina.ch/elektro-auto,29'900,8207,2019.0,170.0,schwarz,8207.0,12.03,SH,2939.0,Schaffhausen,14949.0,SH,1403.0,Schaffhausen,2939,Schaffhausen,2009-01-01
1473,1669622809-1662,https://www.autolina.ch/elektro-auto,37'900,8750,2020.0,184.0,grau,8750.0,0.18,SZ,1367.0,Muotathal,12362.0,SZ,506.0,Schwyz,1367,Muotathal,1848-09-12
1474,1669622809-1663,https://www.autolina.ch/elektro-auto,69'360,3073,,408.0,grün,3073.0,0.02,BE,351.0,Bern,15029.0,BE,246.0,Bern-Mittelland,351,Bern,2010-01-01
1475,1669622809-1664,https://www.autolina.ch/elektro-auto,38'900,4915,2020.0,204.0,weiss,4915.0,30.34,LU,1139.0,Pfaffnau,15591.0,LU,315.0,Willisau,1139,Pfaffnau,2013-01-01
1476,1669622809-1665,https://www.autolina.ch/elektro-auto,49'100,4132,,136.0,weiss,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
1477,1669622809-1666,https://www.autolina.ch/elektro-auto,76'000,8600,2021.0,408.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1478,1669622809-1667,https://www.autolina.ch/elektro-auto,124'900,8600,2022.0,598.0,silber,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1479,1669622809-1668,https://www.autolina.ch/elektro-auto,76'900,8600,2022.0,408.0,blau,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1480,1669622809-1669,https://www.autolina.ch/elektro-auto,75'400,8600,2022.0,408.0,schwarz,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1481,1669622809-1670,https://www.autolina.ch/elektro-auto,72'900,8600,2022.0,299.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1482,1669622809-1671,https://www.autolina.ch/elektro-auto,59'900,8600,2022.0,170.0,schwarz,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1483,1669622809-1672,https://www.autolina.ch/elektro-auto,61'200,8600,,170.0,sonstiges,8600.0,0.2,ZH,54.0,Dietlikon,11563.0,ZH,103.0,Bülach,54,Dietlikon,1848-09-12
1485,1669622809-1674,https://www.autolina.ch/elektro-auto,137'260,8200,,476.0,grau,8200.0,1.04,SH,2937.0,Neuhausen am Rheinfall,12525.0,SH,1403.0,Schaffhausen,2937,Neuhausen am Rheinfall,1938-01-01
1486,1669622809-1675,https://www.autolina.ch/elektro-auto,59'590,4310,2022.0,170.0,weiss,4310.0,98.5,AG,4258.0,Rheinfelden,12911.0,AG,1909.0,Rheinfelden,4258,Rheinfelden,1848-09-12
1487,1669622809-1676,https://www.autolina.ch/elektro-auto,63'989,5610,2022.0,514.0,weiss,5610.0,0.54,AG,4080.0,Villmergen,15386.0,AG,1903.0,Bremgarten,4080,Villmergen,2010-01-01
1488,1669622809-1677,https://www.autolina.ch/elektro-auto,64'900,6500,2020.0,400.0,grau,6500.0,23.64,TI,5002.0,Bellinzona,16078.0,TI,2101.0,Bellinzona,5002,Bellinzona,2017-04-02
1492,1669622809-1681,https://www.autolina.ch/elektro-auto,27'000,8304,,82.0,silber,8304.0,100.0,ZH,69.0,Wallisellen,10451.0,ZH,103.0,Bülach,69,Wallisellen,1916-01-01
1493,1669622809-1682,https://www.autolina.ch/elektro-auto,27'200,8304,,82.0,blau,8304.0,100.0,ZH,69.0,Wallisellen,10451.0,ZH,103.0,Bülach,69,Wallisellen,1916-01-01
1494,1669622809-1683,https://www.autolina.ch/elektro-auto,80'600,5430,,292.0,grau,5430.0,100.0,AG,4045.0,Wettingen,10275.0,AG,1902.0,Baden,4045,Wettingen,1848-09-12
1496,1669622809-1685,https://www.autolina.ch/elektro-auto,59'900,6423,2021.0,306.0,grau,6423.0,0.46,SZ,1364.0,Ingenbohl,12657.0,SZ,506.0,Schwyz,1364,Ingenbohl,1848-09-12
1497,1669622809-1686,https://www.autolina.ch/elektro-auto,61'800,9016,2021.0,286.0,silber,9016.0,10.18,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1498,1669622809-1687,https://www.autolina.ch/elektro-auto,70'695,8500,,371.0,orange,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1499,1669622809-1688,https://www.autolina.ch/elektro-auto,62'200,8280,,299.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1500,1669622809-1689,https://www.autolina.ch/elektro-auto,85'490,1023,2021.0,408.0,grau,1023.0,99.77,VD,5583.0,Crissier,14832.0,VD,2229.0,Ouest lausannois,5583,Crissier,2006-09-01
1501,1669622809-1690,https://www.autolina.ch/elektro-auto,59'990,2504,2022.0,204.0,weiss,2504.0,29.47,BE,371.0,Biel/Bienne,15042.0,BE,242.0,Biel/Bienne,371,Biel/Bienne,2010-01-01
1502,1669622809-1691,https://www.autolina.ch/elektro-auto,48'900,9042,,204.0,weiss,9042.0,79.42,AR,3023.0,Speicher,10157.0,AR,1502.0,Mittelland,3023,Speicher,1848-09-12
1503,1669622809-1692,https://www.autolina.ch/elektro-auto,69'900,9042,,299.0,silber,9042.0,79.42,AR,3023.0,Speicher,10157.0,AR,1502.0,Mittelland,3023,Speicher,1848-09-12
1504,1669622809-1693,https://www.autolina.ch/elektro-auto,103'900,6932,2022.0,503.0,beige,6932.0,7.86,TI,5192.0,Lugano,15628.0,TI,2105.0,Lugano,5192,Lugano,2013-04-14
1505,1669622809-1694,https://www.autolina.ch/elektro-auto,42'990,8406,2021.0,204.0,sonstiges,8406.0,11.54,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1506,1669622809-1695,https://www.autolina.ch/elektro-auto,129'900,1870,2021.0,598.0,grau,1870.0,64.14,VS,6153.0,Monthey,12323.0,VS,2308.0,Monthey,6153,Monthey,1848-09-12
1507,1669622809-1696,https://www.autolina.ch/elektro-auto,37'940,9245,,122.0,weiss,9245.0,0.71,SG,3423.0,Niederhelfenschwil,14460.0,SG,1728.0,Wil,3423,Niederhelfenschwil,2003-01-01
1508,1669622809-1697,https://www.autolina.ch/elektro-auto,99'500,9015,,408.0,blau,9015.0,5.65,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1509,1669622809-1698,https://www.autolina.ch/elektro-auto,87'900,8604,2020.0,503.0,schwarz,8604.0,84.11,ZH,199.0,Volketswil,10368.0,ZH,109.0,Uster,199,Volketswil,1848-09-12
1510,1669622809-1699,https://www.autolina.ch/elektro-auto,55'290,6035,2021.0,204.0,blau,6035.0,9.6,LU,1052.0,Buchrain,15532.0,LU,312.0,Luzern-Land,1052,Buchrain,2013-01-01
1511,1669622809-1700,https://www.autolina.ch/elektro-auto,68'800,8500,2022.0,292.0,gold,8500.0,0.35,ZH,220.0,Hagenbuch,12001.0,ZH,110.0,Winterthur,220,Hagenbuch,1848-09-12
1512,1669622809-1701,https://www.autolina.ch/elektro-auto,98'800,8304,,408.0,blau,8304.0,100.0,ZH,69.0,Wallisellen,10451.0,ZH,103.0,Bülach,69,Wallisellen,1916-01-01
1513,1669622809-1702,https://www.autolina.ch/elektro-auto,49'900,4663,,136.0,weiss,4663.0,0.23,SO,2581.0,Olten,12486.0,SO,1108.0,Olten,2581,Olten,1848-09-12
1514,1669622809-1703,https://www.autolina.ch/elektro-auto,39'900,8610,2021.0,204.0,sonstiges,8610.0,78.4,ZH,198.0,Uster,10940.0,ZH,109.0,Uster,198,Uster,1848-09-12
1518,1669622809-1707,https://www.autolina.ch/elektro-auto,58'900,1530,,204.0,grau,1530.0,93.43,VD,5822.0,Payerne,14560.0,VD,2222.0,Broye-Vully,5822,Payerne,2006-09-01
1519,1669622809-1708,https://www.autolina.ch/elektro-auto,35'500,8810,2020.0,136.0,weiss,8810.0,72.94,ZH,295.0,Horgen,16080.0,ZH,106.0,Horgen,295,Horgen,2018-01-01
1520,1669622809-1709,https://www.autolina.ch/elektro-auto,45'900,5040,2020.0,513.0,schwarz,5040.0,100.0,AG,4144.0,Schöftland,13005.0,AG,1905.0,Kulm,4144,Schöftland,1848-09-12
1521,1669622809-1710,https://www.autolina.ch/elektro-auto,32'700,7013,2021.0,154.0,weiss,7013.0,99.47,GR,3722.0,Domat/Ems,15994.0,GR,1844.0,Imboden,3722,Domat/Ems,2017-01-01
1522,1669622809-1711,https://www.autolina.ch/elektro-auto,35'480,3940,,119.0,grau,3940.0,0.66,VS,6198.0,Niedergesteln,12511.0,VS,2309.0,Raron,6198,Niedergesteln,1848-09-12
1523,1669622809-1712,https://www.autolina.ch/elektro-auto,55'900,8307,2022.0,498.0,grau,8307.0,0.03,ZH,199.0,Volketswil,10368.0,ZH,109.0,Uster,199,Volketswil,1848-09-12
1525,1669622809-1714,https://www.autolina.ch/elektro-auto,66'990,8408,2022.0,325.0,grau,8408.0,13.8,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1526,1669622809-1715,https://www.autolina.ch/elektro-auto,40'555,8404,,122.0,weiss,8404.0,17.4,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1527,1669622809-1716,https://www.autolina.ch/elektro-auto,86'646,6343,2022.0,204.0,sonstiges,6343.0,100.0,ZG,1707.0,Risch,12931.0,ZG,900.0,Kt. Zug,1707,Risch,1848-09-12
1528,1669622809-1717,https://www.autolina.ch/elektro-auto,62'900,7000,,299.0,weiss,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
1529,1669622809-1718,https://www.autolina.ch/elektro-auto,50'193,7000,,136.0,weiss,7000.0,100.0,GR,3901.0,Chur,16599.0,GR,1848.0,Plessur,3901,Chur,2021-01-01
1530,1669622809-1719,https://www.autolina.ch/elektro-auto,41'550,9200,,204.0,sonstiges,9200.0,0.48,SG,3402.0,Flawil,14452.0,SG,1728.0,Wil,3402,Flawil,2003-01-01
1531,1669622809-1720,https://www.autolina.ch/elektro-auto,82'900,5040,,204.0,sonstiges,5040.0,100.0,AG,4144.0,Schöftland,13005.0,AG,1905.0,Kulm,4144,Schöftland,1848-09-12
1532,1669622809-1721,https://www.autolina.ch/elektro-auto,62'600,5040,,204.0,weiss,5040.0,100.0,AG,4144.0,Schöftland,13005.0,AG,1905.0,Kulm,4144,Schöftland,1848-09-12
1533,1669622809-1722,https://www.autolina.ch/elektro-auto,41'400,6010,,136.0,grau,6010.0,83.38,LU,1059.0,Kriens,15576.0,LU,312.0,Luzern-Land,1059,Kriens,2013-01-01
1534,1669622809-1723,https://www.autolina.ch/elektro-auto,36'480,5400,,136.0,weiss,5400.0,67.01,AG,4021.0,Baden,13189.0,AG,1902.0,Baden,4021,Baden,1962-01-01
1535,1669622809-1724,https://www.autolina.ch/elektro-auto,61'990,2555,2022.0,170.0,schwarz,2555.0,98.89,BE,733.0,Brügg,15239.0,BE,242.0,Biel/Bienne,733,Brügg,2010-01-01
1536,1669622809-1725,https://www.autolina.ch/elektro-auto,68'000,7500,2022.0,299.0,weiss,7500.0,1.04,GR,3782.0,Celerina/Schlarigna,16002.0,GR,1846.0,Maloja,3782,Celerina/Schlarigna,2017-01-01
1537,1669622809-1726,https://www.autolina.ch/elektro-auto,39'000,4132,,136.0,rot,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
1538,1669622809-1727,https://www.autolina.ch/elektro-auto,36'000,4132,,136.0,schwarz,4132.0,89.61,BL,2770.0,Muttenz,13833.0,BL,1301.0,Arlesheim,2770,Muttenz,1994-01-01
1539,1669622809-1728,https://www.autolina.ch/elektro-auto,36'800,1700,,136.0,weiss,1700.0,94.67,FR,2196.0,Fribourg,11954.0,FR,1004.0,La Sarine,2196,Fribourg,1848-09-12
1540,1669622809-1729,https://www.autolina.ch/elektro-auto,58'060,1815,,269.0,blau,1815.0,22.93,VD,5886.0,Montreux,14550.0,VD,2230.0,Riviera-Pays-d'Enhaut,5886,Montreux,2006-09-01
1541,1669622809-1730,https://www.autolina.ch/elektro-auto,39'138,6060,,122.0,weiss,6060.0,52.04,OW,1407.0,Sarnen,13009.0,OW,600.0,Kt. Obwalden,1407,Sarnen,1848-09-12
1542,1669622809-1731,https://www.autolina.ch/elektro-auto,39'250,6285,,136.0,blau,6285.0,43.45,LU,1030.0,Hitzkirch,16590.0,LU,313.0,Hochdorf,1030,Hitzkirch,2021-01-01
1543,1669622809-1732,https://www.autolina.ch/elektro-auto,79'990,8406,2020.0,408.0,grau,8406.0,11.54,ZH,230.0,Winterthur,10347.0,ZH,110.0,Winterthur,230,Winterthur,1922-01-01
1544,1669622809-1733,https://www.autolina.ch/elektro-auto,57'900,6330,2022.0,204.0,sonstiges,6330.0,77.51,ZG,1702.0,Cham,11397.0,ZG,900.0,Kt. Zug,1702,Cham,1848-09-12
1545,1669622809-1734,https://www.autolina.ch/elektro-auto,29'800,8645,2019.0,170.0,sonstiges,8645.0,67.43,SG,3340.0,Rapperswil-Jona,14925.0,SG,1726.0,See-Gaster,3340,Rapperswil-Jona,2007-01-01
1546,1669622809-1735,https://www.autolina.ch/elektro-auto,43'900,9466,,204.0,weiss,9466.0,30.4,SG,3274.0,Sennwald,14408.0,SG,1724.0,Werdenberg,3274,Sennwald,2003-01-01
1547,1669622809-1736,https://www.autolina.ch/elektro-auto,55'615,4702,,204.0,weiss,4702.0,99.6,SO,2407.0,Oensingen,13709.0,SO,1101.0,Gäu,2407,Oensingen,1991-01-01
1548,1669622809-1737,https://www.autolina.ch/elektro-auto,38'786,3984,,122.0,weiss,3984.0,100.0,VS,6057.0,Fiesch,12018.0,VS,2304.0,Goms,6057,Fiesch,1848-09-12
1549,1669622809-1738,https://www.autolina.ch/elektro-auto,70'160,5630,2022.0,299.0,sonstiges,5630.0,0.88,AG,4222.0,Aristau,11764.0,AG,1908.0,Muri,4222,Aristau,1848-09-12
1550,1669622809-1739,https://www.autolina.ch/elektro-auto,70'355,8610,,371.0,weiss,8610.0,78.4,ZH,198.0,Uster,10940.0,ZH,109.0,Uster,198,Uster,1848-09-12
1552,1669622809-1741,https://www.autolina.ch/elektro-auto,54'050,8280,,204.0,sonstiges,8280.0,0.13,TG,4643.0,Bottighofen,15425.0,TG,2013.0,Kreuzlingen,4643,Bottighofen,2011-01-01
1554,1669622809-1743,https://www.autolina.ch/elektro-auto,70'600,8952,,371.0,blau,8952.0,0.68,ZH,243.0,Dietikon,13691.0,ZH,111.0,Dietikon,243,Dietikon,1990-01-01
1555,1669622809-1744,https://www.autolina.ch/elektro-auto,69'700,8952,,371.0,schwarz,8952.0,0.68,ZH,243.0,Dietikon,13691.0,ZH,111.0,Dietikon,243,Dietikon,1990-01-01
1556,1669622809-1745,https://www.autolina.ch/elektro-auto,71'500,8952,2022.0,371.0,schwarz,8952.0,0.68,ZH,243.0,Dietikon,13691.0,ZH,111.0,Dietikon,243,Dietikon,1990-01-01
1557,1669622809-1746,https://www.autolina.ch/elektro-auto,42'850,9200,,204.0,blau,9200.0,0.48,SG,3402.0,Flawil,14452.0,SG,1728.0,Wil,3402,Flawil,2003-01-01
1558,1669622809-1747,https://www.autolina.ch/elektro-auto,66'900,6467,2021.0,265.0,grau,6467.0,91.12,UR,1213.0,Schattdorf,13055.0,UR,400.0,Kt. Uri,1213,Schattdorf,1848-09-12
1559,1669622809-1748,https://www.autolina.ch/elektro-auto,60'800,8854,2022.0,218.0,grau,8854.0,99.75,SZ,1342.0,Galgenen,12075.0,SZ,505.0,March,1342,Galgenen,1848-09-12
1560,1669622809-1749,https://www.autolina.ch/elektro-auto,69'020,4852,2022.0,299.0,sonstiges,4852.0,98.88,AG,4282.0,Rothrist,12852.0,AG,1910.0,Zofingen,4282,Rothrist,1890-01-01
1561,1669622809-1750,https://www.autolina.ch/elektro-auto,69'994,9000,,371.0,rot,9000.0,46.21,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1564,1669622809-1753,https://www.autolina.ch/elektro-auto,58'850,5610,2022.0,269.0,weiss,5610.0,0.54,AG,4080.0,Villmergen,15386.0,AG,1903.0,Bremgarten,4080,Villmergen,2010-01-01
1565,1669622809-1754,https://www.autolina.ch/elektro-auto,20'500,5634,2017.0,170.0,schwarz,5634.0,78.32,AG,4234.0,Merenschwand,15503.0,AG,1908.0,Muri,4234,Merenschwand,2012-01-01
1566,1669622809-1755,https://www.autolina.ch/elektro-auto,36'649,8152,,150.0,rot,8152.0,0.08,ZH,62.0,Kloten,12673.0,ZH,103.0,Bülach,62,Kloten,1848-09-12
1567,1669622809-1756,https://www.autolina.ch/elektro-auto,59'180,9300,,204.0,sonstiges,9300.0,0.04,SG,3203.0,St. Gallen,14380.0,SG,1721.0,St. Gallen,3203,St. Gallen,2003-01-01
1568,1669622809-1757,https://www.autolina.ch/elektro-auto,73'380,6210,,351.0,weiss,6210.0,36.8,LU,1091.0,Mauensee,15573.0,LU,314.0,Sursee,1091,Mauensee,2013-01-01
1569,1669622809-1758,https://www.autolina.ch/elektro-auto,59'500,8335,2022.0,218.0,weiss,8335.0,100.0,ZH,173.0,Hittnau,12161.0,ZH,108.0,Pfäffikon,173,Hittnau,1848-09-12
1571,1669622809-1760,https://www.autolina.ch/elektro-auto,63'100,1227,2022.0,242.0,sonstiges,1227.0,99.88,GE,6608.0,Carouge (GE),11400.0,GE,2500.0,Cant. de Genève,6608,Carouge (GE),1848-09-12
1572,1669622809-1761,https://www.autolina.ch/elektro-auto,31'200,6512,,82.0,rot,6512.0,15.7,TI,5002.0,Bellinzona,16078.0,TI,2101.0,Bellinzona,5002,Bellinzona,2017-04-02
1573,1669622809-1762,https://www.autolina.ch/elektro-auto,31'400,6512,,82.0,grau,6512.0,15.7,TI,5002.0,Bellinzona,16078.0,TI,2101.0,Bellinzona,5002,Bellinzona,2017-04-02
1574,1669622809-1763,https://www.autolina.ch/elektro-auto,42'250,5726,,136.0,weiss,5726.0,0.46,AG,4134.0,Dürrenäsch,12122.0,AG,1905.0,Kulm,4134,Dürrenäsch,1848-09-12
1575,1669622809-1764,https://www.autolina.ch/elektro-auto,37'698,6952,,136.0,weiss,6952.0,100.0,TI,5167.0,Canobbio,11404.0,TI,2105.0,Lugano,5167,Canobbio,1848-09-12
1576,1669622809-1765,https://www.autolina.ch/elektro-auto,43'100,1400,,136.0,grau,1400.0,100.0,VD,5909.0,Cheseaux-Noréaz,14811.0,VD,2224.0,Jura-Nord vaudois,5909,Cheseaux-Noréaz,2006-09-01
1579,1669622809-1768,https://www.autolina.ch/elektro-auto,72'400,1772,,371.0,orange,1772.0,0.07,FR,2053.0,Belmont-Broye,15675.0,FR,1001.0,La Broye,2053,Belmont-Broye,2016-01-01
1580,1669622809-1769,https://www.autolina.ch/elektro-auto,44'500,6423,2021.0,204.0,blau,6423.0,0.46,SZ,1364.0,Ingenbohl,12657.0,SZ,506.0,Schwyz,1364,Ingenbohl,1848-09-12
